Sample,Fetal ECG,Annotation
562,-0.00046256441096132205,N
563,-5.850972598462064e-05,N
564,0.00040018296955547135,N
565,0.0008576604663518264,N
566,0.0012576629232218767,N
567,0.001549112954978714,N
568,0.001691089756742886,N
569,0.001656719036892902,N
570,0.0014356366267427075,N
571,0.001034834210755603,N
572,0.0004778550756441035,N
573,-0.00019753513855049607,N
574,-0.0009429353139560651,N
575,-0.0017037740176286062,N
576,-0.0024242055909347764,N
577,-0.0030519701116618653,N
578,-0.003542774745103615,N
579,-0.0038638164866232195,N
580,-0.003996161061475409,N
581,-0.003935812296091555,N
582,-0.0036934388441301875,N
583,-0.0032928562176027833,N
584,-0.002768476953098052,N
585,-0.00216202759572403,N
586,-0.0015188796878944403,N
587,-0.0008843502923062348,N
588,-0.0003002968098239198,N
589,0.00019773352476066132,N
590,0.0005826246221205428,N
591,0.0008369975387467254,N
592,0.0009536936099481646,N
593,0.000935483686798912,N
594,0.0007940887575790949,N
595,0.0005486212646947251,N
596,0.00022357916487544759,N
597,-0.00015344751330228322,N
598,-0.0005541676409007469,N
599,-0.0009518644526325552,N
600,-0.0013233385708342627,N
601,-0.0016503259150824204,N
602,-0.0019202525288821754,N
603,-0.0021262680540054505,N
604,-0.00226659231836926,N
605,-0.0023432998974544936,N
606,-0.002360740766210153,N
607,-0.0023238404542121676,N
608,-0.0022365355759174344,N
609,-0.002100581053752277,N
610,-0.0019149173990954955,N
611,-0.0016757138228538592,N
612,-0.0013771108172207466,N
613,-0.0010125843068078616,N
614,-0.0005767586204461876,N
615,-6.742447808139436e-05,N
616,0.0005125189648478327,N
617,0.0011534820472585312,N
618,0.0018382197941198704,N
619,0.0025416874713667333,N
620,0.0032318398220396484,N
621,0.0038713977521509105,N
622,0.004420495850860966,N
623,0.004840012227341368,N
624,0.00509528051491764,N
625,0.005159808518795993,N
626,0.005018593810959596,N
627,0.004670640431308327,N
628,0.004130340520085576,N
629,0.0034274833609207853,N
630,0.002605784058356264,N
631,0.0017199751529334462,N
632,0.000831662450549614,N
633,4.291639377087878e-06,N
634,-0.0007023160936172284,N
635,-0.0012373395451599053,N
636,-0.0015637191465043333,N
637,-0.001661828283796769,N
638,-0.0015316711151240974,N
639,-0.0011933529922621053,N
640,-0.0006857259337272514,N
641,-6.328308905526384e-05,N
642,0.000608453248906308,N
643,0.001258653854106946,N
644,0.00181750334624307,N
645,0.0022225425247750954,N
646,0.002424447658738951,N
647,0.0023917120713879804,N
648,0.0021137942538345506,N
649,0.0016024311627141068,N
650,0.0008909735802374152,N
651,3.177469561003852e-05,N
652,-0.0009081560320152163,N
653,-0.0018528515434415194,N
654,-0.00272392063008393,N
655,-0.0034473186277982387,N
656,-0.003959743514015955,N
657,-0.004214092350863768,N
658,-0.004183507318347832,N
659,-0.0038636682227209396,N
660,-0.0032731396498381707,N
661,-0.0024517485143164502,N
662,-0.0014571418364782494,N
663,-0.00035984124627648696,N
664,0.0007627473570746154,N
665,0.0018328125687747034,N
666,0.0027785097062750447,N
667,0.003539656068641901,N
668,0.004072257383946328,N
669,0.004351493528224076,N
670,0.004372942135841609,N
671,0.004151987453109028,N
672,0.003721531527650345,N
673,0.0031282777492103874,N
674,0.0024279787936763693,N
675,0.0016801212213041572,N
676,0.0009425497192962853,N
677,0.00026651551929356517,N
678,-0.00030742535107559736,N
679,-0.0007523280921091078,N
680,-0.0010563698982297089,N
681,-0.0012228750785744534,N
682,-0.0012689242919029244,N
683,-0.0012227580743150949,N
684,-0.0011202933597234282,N
685,-0.0010011336119361424,N
686,-0.0009044661185470166,N
687,-0.0008652126460277009,N
688,-0.0009107449695952212,N
689,-0.0010584050229006708,N
690,-0.0013139877139769296,N
691,-0.0016712608405000423,N
692,-0.0021125198296345887,N
693,-0.0026101102098941517,N
694,-0.003128797123558436,N
695,-0.003628815113840702,N
696,-0.004069388828772724,N
697,-0.004412473733784124,N
698,-0.004626427075220907,N
699,-0.0046892904975624405,N
700,-0.004591358426207211,N
701,-0.004336732222968555,N
702,-0.0039436262702721965,N
703,-0.003443297360963935,N
704,-0.0028776026572006896,N
705,-0.002295338555298301,N
706,-0.0017476582328381843,N
707,-0.0012829950320983466,N
708,-0.0009420139935259639,N
709,-0.0007531546375792961,N
710,-0.0007293000922921689,N
711,-0.0008660068032157747,N
712,-0.0011415617674294769,N
713,-0.0015189198699847625,N
714,-0.0019493462581544072,N
715,-0.0023773865927795086,N
716,-0.002746640002745985,N
717,-0.003005727818702997,N
718,-0.003113836598143369,N
719,-0.0030452614941312147,N
720,-0.0027924755334904927,N
721,-0.002367388732085409,N
722,-0.0018006264474230056,N
723,-0.0011388388511084343,N
724,-0.0004402396052261503,N
725,0.00023125613041504993,N
726,0.0008127832440717039,N
727,0.001249557679898251,N
728,0.001501526682975695,N
729,0.0015489837856083538,N
730,0.0013965619825173968,N
731,0.0010751479647528775,N
732,0.0006414387769915314,N
733,0.00017506839848919822,N
734,-0.00022655770967956507,N
735,-0.00045538677504074914,N
736,-0.00040130313425393955,N
737,3.845088712442469e-05,N
738,0.0009497223185358124,N
739,0.0023925014080938105,N
740,0.004393302022863649,N
741,0.00693951435975627,N
742,0.009976247288850803,N
743,0.013406004444556984,N
744,0.017091335585632306,N
745,0.020860390746083243,N
746,0.024515096874872955,N
747,0.027841491458387716,N
748,0.03062160045838831,N
749,0.03264615077853141,N
750,0.03372736494662749,A
751,0.0337110927152716,N
752,0.03248757788146382,N
753,0.03000022372297872,N
754,0.026251797262000536,N
755,0.021307601876897227,N
756,0.015295261540528113,N
757,0.008400915065384198,N
758,0.0008618246798099998,N
759,-0.007044348937762274,N
760,-0.015013091401655639,N
761,-0.022728645123442744,N
762,-0.029880740651569652,N
763,-0.036181378227022006,N
764,-0.04138053707443043,N
765,-0.045279718644691096,N
766,-0.047742346253924234,N
767,-0.04870025312268705,N
768,-0.04815579118201516,N
769,-0.04617946404105236,N
770,-0.04290338877475989,N
771,-0.038511267761458745,N
772,-0.033225845429730116,N
773,-0.027294989143611947,N
774,-0.020977548404204814,N
775,-0.01453002280224506,N
776,-0.008194842144860888,N
777,-0.002190780499601039,N
778,0.0032942606081499707,N
779,0.008108114545355394,N
780,0.012137058383658791,N
781,0.015306680045377191,N
782,0.017581253878776303,N
783,0.018961954590712086,N
784,0.01948418266813416,N
785,0.019214201906218992,N
786,0.018245215603181934,N
787,0.01669294182821954,N
788,0.014690698599857254,N
789,0.012383984891624955,N
790,0.009924550159946671,N
791,0.007463989645504134,N
792,0.005146985949135783,N
793,0.003104428102389418,N
794,0.001446753710517233,N
795,0.00025795058005841033,N
796,-0.00040929907162913834,N
797,-0.000536858282207527,N
798,-0.00014235693224582243,N
799,0.0007218742712880435,N
800,0.001972244765302665,N
801,0.0034995964622785655,N
802,0.005176810835511882,N
803,0.006867805819526857,N
804,0.008437256219318089,N
805,0.009760292225295607,N
806,0.010731421698798989,N
807,0.011271982944338971,N
808,0.011335555772865007,N
809,0.0109109221429603,N
810,0.010022355516736733,N
811,0.008727217339105699,N
812,0.0071110408887133545,N
813,0.005280477839719303,N
814,0.003354657828459734,N
815,0.0014556492760051194,N
816,-0.00030120511143007873,N
817,-0.0018162828514404611,N
818,-0.0030132558836837966,N
819,-0.003844602911302191,N
820,-0.004294583334366061,N
821,-0.004379408423352175,N
822,-0.004144593342336496,N
823,-0.0036597382062962714,N
824,-0.0030112383569990057,N
825,-0.002293630382927408,N
826,-0.0016004143864871286,N
827,-0.001015240092050386,N
828,-0.0006043013904206756,N
829,-0.000410656049829712,N
830,-0.00045098704849853946,N
831,-0.0007150690247660218,N
832,-0.0011679239155726708,N
833,-0.0017543746151804525,N
834,-0.0024054664328027457,N
835,-0.0030460513261996664,N
836,-0.003602736657834906,N
837,-0.00401139281923472,N
838,-0.004223488621725423,N
839,-0.004210671366212716,N
840,-0.003967212793419279,N
841,-0.003510174415404802,N
842,-0.002877374387773343,N
843,-0.002123438129783975,N
844,-0.0013143713742593238,N
845,-0.0005212006232864939,N
846,0.00018671856066760042,N
847,0.0007481173225445411,N
848,0.00111538122279145,N
849,0.0012587753497542182,N
850,0.0011689514145186652,N
851,0.0008575189582938617,N
852,0.0003556480647047684,N
853,-0.0002891346370279707,N
854,-0.0010176153376860323,N
855,-0.0017645455734551728,N
856,-0.0024647093008322817,N
857,-0.003058808655740545,N
858,-0.0034986022704078033,N
859,-0.0037508121042226414,N
860,-0.0037994429852587315,N
861,-0.0036463250072794272,N
862,-0.00330987887072436,N
863,-0.0028222965929994856,N
864,-0.0022254988063383422,N
865,-0.0015663529216368463,N
866,-0.0008917008706029771,N
867,-0.0002437472543172437,N
868,0.0003436995680510493,N
869,0.0008477540984759634,N
870,0.0012575250771443296,N
871,0.001573688367692418,N
872,0.0018066965793464502,N
873,0.0019739142565572665,N
874,0.002096076580764879,N
875,0.002193522934997687,N
876,0.002282656082280929,N
877,0.0023730348828118323,N
878,0.0024654359050820434,N
879,0.002551123658539207,N
880,0.0026124524981952528,N
881,0.002624788386207616,N
882,0.0025595939108918617,N
883,0.0023883796618128983,N
884,0.0020871069457744315,N
885,0.001640547457291815,N
886,0.0010460765549578806,N
887,0.00031640343148560407,N
888,-0.0005191769793798479,N
889,-0.0014152939834234995,N
890,-0.002312883710587194,N
891,-0.0031433542393980818,N
892,-0.003834234655933773,N
893,-0.004315819456828244,N
894,-0.004528176182536765,N
895,-0.004427808844851314,N
896,-0.003993271761897875,N
897,-0.003229103591783568,N
898,-0.0021675872299848557,N
899,-0.0008680244058386683,N
900,0.0005865667233704503,N
901,0.002095178097167731,N
902,0.003546556717374929,N
903,0.004828328074854401,N
904,0.005836676233380306,N
905,0.00648565980838648,N
906,0.006715242736481616,N
907,0.006497217147286475,N
908,0.005838383220370323,N
909,0.004780611057603597,N
910,0.003397718424957196,N
911,0.0017894257360056268,N
912,7.29609197648384e-05,N
913,-0.0016268579132600427,N
914,-0.00318807416042695,N
915,-0.004501553047398993,N
916,-0.005479512302480506,N
917,-0.006061877169578935,N
918,-0.0062199767389221556,N
919,-0.005957396003080534,N
920,-0.005308095118578723,N
921,-0.004332169891399781,N
922,-0.0031098250426269975,N
923,-0.0017342441543400672,N
924,-0.000304060746385102,N
925,0.0010839291495964311,N
926,0.0023412997719273925,N
927,0.0033934174921294263,N
928,0.004183546353941504,N
929,0.004675551309438359,N
930,0.004855192318810248,N
931,0.004730047287185738,N
932,0.004328126809377334,N
933,0.0036952660477360265,N
934,0.0028914141865836337,N
935,0.001985998763660621,N
936,0.0010526189490209443,N
937,0.00016340562681562532,N
938,-0.0006165421450988039,N
939,-0.0012341938998721984,N
940,-0.0016526515951633828,N
941,-0.0018538506503755325,N
942,-0.001839614868232032,N
943,-0.0016309285365225872,N
944,-0.0012654596382313094,N
945,-0.0007935435729694298,N
946,-0.0002729970888931342,N
947,0.00023674099284537445,N
948,0.0006805663705422568,N
949,0.0010131649733039613,N
950,0.001203408998947406,N
951,0.0012372350482499764,N
952,0.0011187010312986032,N
953,0.0008691131248286751,N
954,0.0005243251759584835,N
955,0.00013051295838032196,N
956,-0.0002611094855675874,N
957,-0.0006000509726983387,N
958,-0.000842151281065068,N
959,-0.000954427670224034,N
960,-0.000918647282856855,N
961,-0.0007332727745232203,N
962,-0.0004136285873508468,N
963,9.6574977976028e-06,N
964,0.0004937017088050084,N
965,0.0009875316335147255,N
966,0.0014369255988991505,N
967,0.0017894456995798467,N
968,0.0019991972269204268,N
969,0.0020308961195860988,N
970,0.0018629097114947393,N
971,0.001489046668310216,N
972,0.0009189956616872496,N
973,0.00017743387558772066,N
974,-0.0006980646800666923,N
975,-0.0016600989382975291,N
976,-0.002655192534497162,N
977,-0.0036278805382842865,N
978,-0.004524765530850613,N
979,-0.0052981976165810355,N
980,-0.005909288583018758,N
981,-0.0063300490629922485,N
982,-0.006544525355043605,N
983,-0.00654890107413326,N
984,-0.006350616058246263,N
985,-0.005966640656303395,N
986,-0.005421123026841606,N
987,-0.004742689767168386,N
988,-0.003961713544640252,N
989,-0.003107857041682748,N
990,-0.002208159335694788,N
991,-0.0012858528329542948,N
992,-0.0003599923523438468,N
993,0.0005541456038253253,N
994,0.0014440551546276604,N
995,0.0022986377946385517,N
